Word,Rank,Freqency
device,8273,7.02E-06
rout,8274,7.02E-06
lookes,8275,7.02E-06
ahimelech,8276,7.02E-06
eliakim,8277,7.02E-06
nebuzaradan,8278,7.02E-06
28:06:00,8279,7.02E-06
protested,8280,7.02E-06
delayed,8281,7.02E-06
swearing,8282,7.02E-06
hurriedly,8283,7.02E-06
spirited,8284,7.02E-06
chocolate,8285,7.02E-06
daggers,8286,7.02E-06
20:22,8287,7.02E-06
malc,8288,7.02E-06
govern,8289,7.02E-06
connect,8290,7.02E-06
surrender,8291,7.02E-06
22:29,8292,7.02E-06
trod,8293,7.02E-06
scotcher,8294,7.02E-06
phoo,8295,7.02E-06
clapping,8296,7.02E-06
display,8297,7.02E-06
alms,8298,7.02E-06
draught,8299,7.02E-06
respectability,8300,7.02E-06
mimic,8301,7.02E-06
december,8302,7.02E-06
grasped,8303,7.02E-06
wharf,8304,7.02E-06
folding,8305,7.02E-06
absorbing,8306,7.02E-06
gilbert,8307,7.02E-06
ser,8308,7.02E-06
bye,8309,7.02E-06
luxurious,8310,7.02E-06
velvet,8311,7.02E-06
wafted,8312,7.02E-06
mediterranean,8313,7.02E-06
eliezer,8314,7.02E-06
hannah,8315,7.02E-06
tun,8316,7.02E-06
28:01:00,8317,7.02E-06
bundle,8318,7.02E-06
mandarin,8319,7.02E-06
regardeth,8320,7.02E-06
forgiveness,8321,7.02E-06
searching,8322,7.02E-06
opposing,8323,7.02E-06
25:17:00,8324,7.02E-06
ensued,8325,7.02E-06
astonishing,8326,7.02E-06
obligation,8327,7.02E-06
fierceness,8328,7.02E-06
canaanite,8329,7.02E-06
ahimaaz,8330,7.02E-06
10:30,8331,7.02E-06
08:28,8332,7.02E-06
hawkins,8333,7.02E-06
26:14:00,8334,7.02E-06
dreamy,8335,7.02E-06
04:28,8336,7.02E-06
driver,8337,7.02E-06
bani,8338,7.02E-06
larks,8339,7.02E-06
o'th,8340,7.02E-06
baptist,8341,7.02E-06
cherish,8342,7.02E-06
eares,8343,7.02E-06
coldness,8344,7.02E-06
increaseth,8345,7.02E-06
africa,8346,7.02E-06
metal,8347,7.02E-06
tranquillity,8348,7.02E-06
dawning,8349,7.02E-06
28:08:00,8350,7.02E-06
champagne,8351,7.02E-06
sack,8352,7.02E-06
heated,8353,7.02E-06
exultation,8354,7.02E-06
imposed,8355,7.02E-06
tapering,8356,7.02E-06
woven,8357,7.02E-06
sun's,8358,7.02E-06
envelope,8359,7.02E-06
universally,8360,7.02E-06
manhood,8361,7.02E-06
yelled,8362,7.02E-06
homes,8363,7.02E-06
heaviness,8364,7.02E-06
10:31,8365,7.02E-06
soweth,8366,7.02E-06
unfit,8367,7.02E-06
bin,8368,7.02E-06
harmony,8369,7.02E-06
20:26,8370,7.02E-06
disobedience,8371,7.02E-06
privately,8372,7.02E-06
peggy,8373,7.02E-06
ahitub,8374,7.02E-06
criminals,8375,7.02E-06
kicking,8376,7.02E-06
17:19,8377,7.02E-06
printed,8378,7.02E-06
rail,8379,7.02E-06
curved,8380,7.02E-06
appear'd,8381,7.02E-06
representing,8382,7.02E-06
winepress,8383,7.02E-06
stagger,8384,7.02E-06
illinois,8385,7.02E-06
splash,8386,7.02E-06
shiny,8387,7.02E-06
arched,8388,7.02E-06
messiah,8389,7.02E-06
meditate,8390,7.02E-06
equity,8391,6.55E-06
perth,8392,6.55E-06
sapphire,8393,6.55E-06
groweth,8394,6.55E-06
counter,8395,6.55E-06
05:28,8396,6.55E-06
jerubbaal,8397,6.55E-06
rural,8398,6.55E-06
recognised,8399,6.55E-06
ink,8400,6.55E-06
swaying,8401,6.55E-06
18:29,8402,6.55E-06
forcing,8403,6.55E-06
26:17:00,8404,6.55E-06
smiting,8405,6.55E-06
unmistakable,8406,6.55E-06
fetters,8407,6.55E-06
irritated,8408,6.55E-06
gaue,8409,6.55E-06
signifies,8410,6.55E-06
ma'm,8411,6.55E-06
damnation,8412,6.55E-06
struggled,8413,6.55E-06
relish,8414,6.55E-06
heth,8415,6.55E-06
salutation,8416,6.55E-06
intending,8417,6.55E-06
boasted,8418,6.55E-06
renew,8419,6.55E-06
detached,8420,6.55E-06
pondering,8421,6.55E-06
pacing,8422,6.55E-06
23:22,8423,6.55E-06
creepeth,8424,6.55E-06
framed,8425,6.55E-06
drunkard,8426,6.55E-06
alert,8427,6.55E-06
swiftness,8428,6.55E-06
gershom,8429,6.55E-06
sweetly,8430,6.55E-06
unaffected,8431,6.55E-06
span,8432,6.55E-06
hoof,8433,6.55E-06
waxen,8434,6.55E-06
crosses,8435,6.55E-06
16:24,8436,6.55E-06
clerical,8437,6.55E-06
rot,8438,6.55E-06
regrets,8439,6.55E-06
snatching,8440,6.55E-06
sheaves,8441,6.55E-06
richer,8442,6.55E-06
seemes,8443,6.55E-06
ludgate,8444,6.55E-06
adversity,8445,6.55E-06
hoofs,8446,6.55E-06
iddo,8447,6.55E-06
clapped,8448,6.55E-06
longitude,8449,6.55E-06
vii,8450,6.55E-06
ascent,8451,6.55E-06
dishes,8452,6.55E-06
mightily,8453,6.55E-06
elephants,8454,6.55E-06
08:32,8455,6.55E-06
reckless,8456,6.55E-06
tenderly,8457,6.55E-06
ruleth,8458,6.55E-06
mules,8459,6.55E-06
bulls,8460,6.55E-06
glare,8461,6.55E-06
fairer,8462,6.55E-06
19:25,8463,6.55E-06
currents,8464,6.55E-06
unlucky,8465,6.55E-06
spouting,8466,6.55E-06
24:23:00,8467,6.55E-06
refrained,8468,6.55E-06
plums,8469,6.55E-06
prick,8470,6.55E-06
ruth,8471,6.55E-06
23:23,8472,6.55E-06
can'st,8473,6.55E-06
wither,8474,6.55E-06
discipline,8475,6.55E-06
marched,8476,6.55E-06
loops,8477,6.55E-06
consecrate,8478,6.55E-06
wakes,8479,6.55E-06
09:30,8480,6.55E-06
extremity,8481,6.55E-06
upset,8482,6.55E-06
prejudices,8483,6.55E-06
literary,8484,6.55E-06
mannahatta,8485,6.55E-06
chaldees,8486,6.55E-06
fanciful,8487,6.55E-06
mindful,8488,6.55E-06
boasting,8489,6.55E-06
curate,8490,6.55E-06
umbrella,8491,6.55E-06
steadiness,8492,6.55E-06
robust,8493,6.55E-06
towing,8494,6.55E-06
solely,8495,6.55E-06
tyrants,8496,6.55E-06
biggest,8497,6.55E-06
peg,8498,6.55E-06
debir,8499,6.55E-06
nursing,8500,6.55E-06
26:15:00,8501,6.55E-06
homeward,8502,6.55E-06
sunlit,8503,6.55E-06
06:30,8504,6.55E-06
28:14:00,8505,6.55E-06
thankes,8506,6.55E-06
stalk,8507,6.55E-06
clerk,8508,6.55E-06
nebo,8509,6.55E-06
lilac,8510,6.55E-06
pairs,8511,6.55E-06
woke,8512,6.55E-06
milky,8513,6.55E-06
28:16:00,8514,6.55E-06
compasses,8515,6.55E-06
accusation,8516,6.55E-06
damage,8517,6.55E-06
unborn,8518,6.55E-06
cuts,8519,6.55E-06
revolted,8520,6.55E-06
shoemaker,8521,6.55E-06
hour's,8522,6.55E-06
blockhead,8523,6.55E-06
prejudice,8524,6.55E-06
greedy,8525,6.55E-06
candlesticks,8526,6.55E-06
swells,8527,6.55E-06
amram,8528,6.55E-06
ability,8529,6.55E-06
herein,8530,6.55E-06
27:13:00,8531,6.55E-06
nobler,8532,6.55E-06
enraged,8533,6.55E-06
proverbs,8534,6.55E-06
files,8535,6.55E-06
liar,8536,6.55E-06
penetration,8537,6.55E-06
maine,8538,6.55E-06
vouchsafe,8539,6.55E-06
impossibility,8540,6.55E-06
clown,8541,6.55E-06
monk,8542,6.55E-06
attracted,8543,6.55E-06
drawer,8544,6.55E-06
natures,8545,6.55E-06
harden,8546,6.55E-06
substitute,8547,6.55E-06
heirs,8548,6.55E-06
benches,8549,6.55E-06
mischievous,8550,6.55E-06
california,8551,6.55E-06
victoria,8552,6.55E-06
combat,8553,6.55E-06
musicke,8554,6.55E-06
accidental,8555,6.55E-06
maybe,8556,6.55E-06
assumed,8557,6.55E-06
teares,8558,6.55E-06
meals,8559,6.55E-06
jebusite,8560,6.55E-06
21:26,8561,6.55E-06
churchills,8562,6.55E-06
thundering,8563,6.55E-06
rollaround,8564,6.55E-06
vigour,8565,6.55E-06
crest,8566,6.55E-06
enquiries,8567,6.55E-06
reacheth,8568,6.55E-06
glided,8569,6.55E-06
frowning,8570,6.55E-06
crafty,8571,6.55E-06
delighteth,8572,6.55E-06
ensign,8573,6.55E-06
18:30,8574,6.55E-06
zealous,8575,6.55E-06
clave,8576,6.55E-06
shawl,8577,6.55E-06
scall,8578,6.55E-06
ophir,8579,6.55E-06
belt,8580,6.55E-06
coles,8581,6.55E-06
barak,8582,6.55E-06
apartments,8583,6.55E-06
dagon,8584,6.55E-06
staggering,8585,6.55E-06
soules,8586,6.55E-06
vi,8587,6.55E-06
badgers,8588,6.55E-06
lustrous,8589,6.55E-06
equals,8590,6.55E-06
knights,8591,6.55E-06
acorn,8592,6.55E-06
fixing,8593,6.55E-06
b,8594,6.55E-06
freed,8595,6.55E-06
genteel,8596,6.55E-06
moody,8597,6.55E-06
impart,8598,6.55E-06
fatigue,8599,6.55E-06
28:17:00,8600,6.55E-06
26:19:00,8601,6.55E-06
conference,8602,6.55E-06
dearer,8603,6.55E-06
dough-boy,8604,6.55E-06
infirmities,8605,6.55E-06
tavern,8606,6.55E-06
affecting,8607,6.55E-06
truths,8608,6.55E-06
lone,8609,6.55E-06
breaks,8610,6.55E-06
manifested,8611,6.55E-06
dining-room,8612,6.55E-06
puzzle,8613,6.55E-06
lifeless,8614,6.55E-06
reigneth,8615,6.55E-06
vitality,8616,6.55E-06
spreadeth,8617,6.55E-06
sheets,8618,6.55E-06
citizen,8619,6.55E-06
22:30,8620,6.55E-06
23:25,8621,6.55E-06
01:30,8622,6.55E-06
yojo,8623,6.55E-06
overthrew,8624,6.55E-06
reader,8625,6.55E-06
persisted,8626,6.55E-06
martin's,8627,6.55E-06
bleak,8628,6.55E-06
assigned,8629,6.55E-06
troops,8630,6.55E-06
caps,8631,6.55E-06
soles,8632,6.55E-06
touches,8633,6.55E-06
represented,8634,6.55E-06
psalteries,8635,6.55E-06
varying,8636,6.55E-06
lovest,8637,6.55E-06
successfully,8638,6.55E-06
checked,8639,6.55E-06
crawl,8640,6.55E-06
glowed,8641,6.55E-06
25:18:00,8642,6.55E-06
jonas,8643,6.55E-06
chaises,8644,6.55E-06
hinnom,8645,6.55E-06
distributed,8646,6.55E-06
detected,8647,6.55E-06
angles,8648,6.55E-06
extend,8649,6.55E-06
stormy,8650,6.55E-06
vouchsafed,8651,6.55E-06
lucillius,8652,6.55E-06
tobacco,8653,6.55E-06
greefe,8654,6.55E-06
fainted,8655,6.55E-06
improving,8656,6.55E-06
flowery,8657,6.55E-06
phrases,8658,6.55E-06
requested,8659,6.55E-06
08:31,8660,6.55E-06
avoiding,8661,6.55E-06
toe,8662,6.55E-06
reeds,8663,6.55E-06
tramp,8664,6.55E-06
fable,8665,6.55E-06
socket,8666,6.55E-06
prompt,8667,6.55E-06
may-be,8668,6.55E-06
hushai,8669,6.55E-06
dresses,8670,6.55E-06
blunt,8671,6.55E-06
apron,8672,6.55E-06
riseth,8673,6.55E-06
shifted,8674,6.55E-06
rousing,8675,6.55E-06
inhuman,8676,6.55E-06
spoils,8677,6.55E-06
26:18:00,8678,6.55E-06
pitcher,8679,6.55E-06
copyright,8680,6.55E-06
openness,8681,6.55E-06
07:29,8682,6.55E-06
mule,8683,6.55E-06
rushes,8684,6.55E-06
beauties,8685,6.55E-06
bathing,8686,6.55E-06
sidon,8687,6.55E-06
firstling,8688,6.55E-06
twere,8689,6.55E-06
ridicule,8690,6.55E-06
clearness,8691,6.55E-06
28:10:00,8692,6.55E-06
grieve,8693,6.55E-06
bethhoron,8694,6.55E-06
linked,8695,6.55E-06
temptations,8696,6.55E-06
attacked,8697,6.55E-06
heading,8698,6.55E-06
watchmen,8699,6.55E-06
dismissed,8700,6.55E-06
sergeant,8701,6.55E-06
23:24,8702,6.55E-06
forbidding,8703,6.55E-06
bonnet,8704,6.55E-06
jets,8705,6.55E-06
tiller,8706,6.55E-06
lawyers,8707,6.55E-06
amorite,8708,6.55E-06
tenants,8709,6.55E-06
vanities,8710,6.55E-06
growled,8711,6.55E-06
glaring,8712,6.55E-06
zelia,8713,6.55E-06
12:26,8714,6.55E-06
throng,8715,6.55E-06
bruno,8716,6.55E-06
pashur,8717,6.55E-06
yearning,8718,6.55E-06
emerge,8719,6.55E-06
28:13:00,8720,6.55E-06
orient,8721,6.55E-06
poz,8722,6.55E-06
12:27,8723,6.55E-06
neighbors,8724,6.55E-06
incurable,8725,6.55E-06
17:20,8726,6.55E-06
moth,8727,6.55E-06
royall,8728,6.55E-06
09:31,8729,6.55E-06
drawers,8730,6.55E-06
interpreted,8731,6.55E-06
otto,8732,6.55E-06
mahanaim,8733,6.55E-06
archangel,8734,6.55E-06
nethaneel,8735,6.55E-06
15:33,8736,6.55E-06
locust,8737,6.55E-06
burglar,8738,6.55E-06
leavened,8739,6.55E-06
arising,8740,6.55E-06
26:16:00,8741,6.55E-06
domain,8742,6.55E-06
crush,8743,6.55E-06
customers,8744,6.55E-06
newest,8745,6.55E-06
arrayed,8746,6.55E-06
oversight,8747,6.55E-06
blinds,8748,6.55E-06
rash,8749,6.55E-06
endued,8750,6.55E-06
28:12:00,8751,6.55E-06
cobb,8752,6.55E-06
noblest,8753,6.55E-06
sion,8754,6.55E-06
civilization,8755,6.55E-06
bridle,8756,6.55E-06
tabor,8757,6.55E-06
sally,8758,6.55E-06
08:30,8759,6.55E-06
religions,8760,6.55E-06
schoolmaster,8761,6.55E-06
stain,8762,6.55E-06
cornelius,8763,6.55E-06
jeduthun,8764,6.55E-06
11:33,8765,6.55E-06
problem,8766,6.55E-06
impose,8767,6.55E-06
invention,8768,6.55E-06
03:28,8769,6.55E-06
exclaiming,8770,6.55E-06
incessantly,8771,6.55E-06
feather,8772,6.55E-06
constancy,8773,6.55E-06
oppressor,8774,6.55E-06
essence,8775,6.55E-06
writes,8776,6.55E-06
seals,8777,6.55E-06
bronze,8778,6.55E-06
execution,8779,6.55E-06
grey's,8780,6.55E-06
aren't,8781,6.55E-06
slanting,8782,6.55E-06
12:28,8783,6.55E-06
labourers,8784,6.55E-06
06:29,8785,6.55E-06
queen's,8786,6.55E-06
sadducees,8787,6.55E-06
hadad,8788,6.55E-06
28:15:00,8789,6.55E-06
condemnation,8790,6.55E-06
fairies,8791,6.55E-06
philosophers,8792,6.55E-06
andrew,8793,6.55E-06
wagons,8794,6.55E-06
drought,8795,6.55E-06
liberality,8796,6.55E-06
28:11:00,8797,6.55E-06
gadites,8798,6.55E-06
iudgement,8799,6.55E-06
frail,8800,6.55E-06
charmed,8801,6.55E-06
refreshed,8802,6.55E-06
pearls,8803,6.08E-06
pallid,8804,6.08E-06
saracen's,8805,6.08E-06
person's,8806,6.08E-06
unkind,8807,6.08E-06
nash,8808,6.08E-06
gezer,8809,6.08E-06
copious,8810,6.08E-06
conceivable,8811,6.08E-06
overpowered,8812,6.08E-06
festus,8813,6.08E-06
exclaim,8814,6.08E-06
diligence,8815,6.08E-06
quietness,8816,6.08E-06
watch'd,8817,6.08E-06
headsman,8818,6.08E-06
repay,8819,6.08E-06
grotesque,8820,6.08E-06
gertrude,8821,6.08E-06
debts,8822,6.08E-06
tow,8823,6.08E-06
01:31,8824,6.08E-06
13:27,8825,6.08E-06
rabbah,8826,6.08E-06
orderly,8827,6.08E-06
16:25,8828,6.08E-06
29:09:00,8829,6.08E-06
abinadab,8830,6.08E-06
claude,8831,6.08E-06
sheer,8832,6.08E-06
perplexed,8833,6.08E-06
gent,8834,6.08E-06
sporting,8835,6.08E-06
levelled,8836,6.08E-06
expand,8837,6.08E-06
succession,8838,6.08E-06
engines,8839,6.08E-06
lusty,8840,6.08E-06
adding,8841,6.08E-06
lick,8842,6.08E-06
29:02:00,8843,6.08E-06
squirrel,8844,6.08E-06
compassionate,8845,6.08E-06
27:14:00,8846,6.08E-06
28:19:00,8847,6.08E-06
proportions,8848,6.08E-06
hearke,8849,6.08E-06
smiteth,8850,6.08E-06
vales,8851,6.08E-06
deeps,8852,6.08E-06
serving,8853,6.08E-06
23:29,8854,6.08E-06
alacrity,8855,6.08E-06
peaceably,8856,6.08E-06
sojourned,8857,6.08E-06
29:06:00,8858,6.08E-06
29:08:00,8859,6.08E-06
indolent,8860,6.08E-06
hewed,8861,6.08E-06
bits,8862,6.08E-06
answereth,8863,6.08E-06
eloquent,8864,6.08E-06
tilted,8865,6.08E-06
banners,8866,6.08E-06
madest,8867,6.08E-06
rub,8868,6.08E-06
unmoved,8869,6.08E-06
worshipping,8870,6.08E-06
torrent,8871,6.08E-06
ploughed,8872,6.08E-06
welded,8873,6.08E-06
clung,8874,6.08E-06
21:27,8875,6.08E-06
hut,8876,6.08E-06
closet,8877,6.08E-06
smelling,8878,6.08E-06
publius,8879,6.08E-06
16:27,8880,6.08E-06
savoury,8881,6.08E-06
amoz,8882,6.08E-06
uriel,8883,6.08E-06
spoons,8884,6.08E-06
lawless,8885,6.08E-06
conqueror,8886,6.08E-06
comprehended,8887,6.08E-06
14:30,8888,6.08E-06
sour,8889,6.08E-06
badly,8890,6.08E-06
ephron,8891,6.08E-06
serves,8892,6.08E-06
29:04:00,8893,6.08E-06
apothecary,8894,6.08E-06
squeeze,8895,6.08E-06
broughtest,8896,6.08E-06
edomites,8897,6.08E-06
refusal,8898,6.08E-06
silenced,8899,6.08E-06
dame,8900,6.08E-06
croft's,8901,6.08E-06
principally,8902,6.08E-06
unfeeling,8903,6.08E-06
wisedome,8904,6.08E-06
coffins,8905,6.08E-06
hearse,8906,6.08E-06
extinct,8907,6.08E-06
restrain,8908,6.08E-06
silas,8909,6.08E-06
fork,8910,6.08E-06
14:31,8911,6.08E-06
dazed,8912,6.08E-06
mechanics,8913,6.08E-06
urging,8914,6.08E-06
26:20:00,8915,6.08E-06
indignantly,8916,6.08E-06
arrogant,8917,6.08E-06
covers,8918,6.08E-06
ethiopians,8919,6.08E-06
swims,8920,6.08E-06
bull's,8921,6.08E-06
thinkest,8922,6.08E-06
interposed,8923,6.08E-06
network,8924,6.08E-06
crowns,8925,6.08E-06
victor,8926,6.08E-06
needles,8927,6.08E-06
dressing-room,8928,6.08E-06
cleaveth,8929,6.08E-06
booty,8930,6.08E-06
martins,8931,6.08E-06
mats,8932,6.08E-06
gipsies,8933,6.08E-06
thenceforth,8934,6.08E-06
egg,8935,6.08E-06
sling,8936,6.08E-06
incomprehensible,8937,6.08E-06
experiment,8938,6.08E-06
superfluous,8939,6.08E-06
17:21,8940,6.08E-06
appropriate,8941,6.08E-06
margery's,8942,6.08E-06
flanks,8943,6.08E-06
disorder,8944,6.08E-06
throws,8945,6.08E-06
oftentimes,8946,6.08E-06
bunger,8947,6.08E-06
malcolme,8948,6.08E-06
hay,8949,6.08E-06
beautifully,8950,6.08E-06
hapless,8951,6.08E-06
yell,8952,6.08E-06
impious,8953,6.08E-06
bleating,8954,6.08E-06
sweare,8955,6.08E-06
10:33,8956,6.08E-06
handsomely,8957,6.08E-06
characteristic,8958,6.08E-06
leagues,8959,6.08E-06
toss,8960,6.08E-06
struggles,8961,6.08E-06
shopkeeper,8962,6.08E-06
vegetables,8963,6.08E-06
exmoor,8964,6.08E-06
practically,8965,6.08E-06
17:24,8966,6.08E-06
warmed,8967,6.08E-06
23:28,8968,6.08E-06
disguised,8969,6.08E-06
courteous,8970,6.08E-06
cheers,8971,6.08E-06
sustain,8972,6.08E-06
trowsers,8973,6.08E-06
embraced,8974,6.08E-06
29:01:00,8975,6.08E-06
comming,8976,6.08E-06
23:27,8977,6.08E-06
pleases,8978,6.08E-06
thanke,8979,6.08E-06
firmness,8980,6.08E-06
greeted,8981,6.08E-06
29:07:00,8982,6.08E-06
plymouth,8983,6.08E-06
quench,8984,6.08E-06
wrecked,8985,6.08E-06
blunder,8986,6.08E-06
authorities,8987,6.08E-06
nightly,8988,6.08E-06
humoured,8989,6.08E-06
trains,8990,6.08E-06
richmond,8991,6.08E-06
16:26,8992,6.08E-06
commandeth,8993,6.08E-06
ambassadors,8994,6.08E-06
gratification,8995,6.08E-06
wonderous,8996,6.08E-06
chanting,8997,6.08E-06
delivereth,8998,6.08E-06
resort,8999,6.08E-06
ceasing,9000,6.08E-06
commerce,9001,6.08E-06
dollars,9002,6.08E-06
vocation,9003,6.08E-06
portia,9004,6.08E-06
ensue,9005,6.08E-06
mortals,9006,6.08E-06
gather'd,9007,6.08E-06
ioy,9008,6.08E-06
stirre,9009,6.08E-06
sparks,9010,6.08E-06
insolence,9011,6.08E-06
spires,9012,6.08E-06
stride,9013,6.08E-06
plea,9014,6.08E-06
wavering,9015,6.08E-06
kareah,9016,6.08E-06
icy,9017,6.08E-06
contest,9018,6.08E-06
boldness,9019,6.08E-06
musing,9020,6.08E-06
emperor's,9021,6.08E-06
03:29,9022,6.08E-06
ale,9023,6.08E-06
wretchedness,9024,6.08E-06
chauffeur,9025,6.08E-06
conditions,9026,6.08E-06
feminine,9027,6.08E-06
homer,9028,6.08E-06
insufferable,9029,6.08E-06
overflow,9030,6.08E-06
censer,9031,6.08E-06
jonah's,9032,6.08E-06
wist,9033,6.08E-06
psaltery,9034,6.08E-06
disordered,9035,6.08E-06
anticipated,9036,6.08E-06
ankles,9037,6.08E-06
dale,9038,6.08E-06
consort,9039,6.08E-06
05:29,9040,6.08E-06
purified,9041,6.08E-06
slumbering,9042,6.08E-06
formless,9043,6.08E-06
surround,9044,6.08E-06
baronet,9045,6.08E-06
on't,9046,6.08E-06
prose,9047,6.08E-06
shipped,9048,6.08E-06
heber,9049,6.08E-06
chapiter,9050,6.08E-06
08:33,9051,6.08E-06
partners,9052,6.08E-06
enemy's,9053,6.08E-06
nursery,9054,6.08E-06
09:32,9055,6.08E-06
servant's,9056,6.08E-06
crimes,9057,6.08E-06
helmsman,9058,6.08E-06
balm,9059,6.08E-06
involve,9060,6.08E-06
twinkle,9061,6.08E-06
daisy,9062,6.08E-06
vapours,9063,6.08E-06
brightest,9064,6.08E-06
doves,9065,6.08E-06
20:27,9066,6.08E-06
boiled,9067,6.08E-06
moss,9068,6.08E-06
enchanted,9069,6.08E-06
monotonous,9070,6.08E-06
dimly,9071,6.08E-06
bathed,9072,6.08E-06
japanese,9073,6.08E-06
varieties,9074,6.08E-06
heightened,9075,6.08E-06
offences,9076,6.08E-06
wears,9077,6.08E-06
sey,9078,6.08E-06
nativity,9079,6.08E-06
insolent,9080,6.08E-06
frown,9081,6.08E-06
controversy,9082,6.08E-06
02:30,9083,6.08E-06
caius,9084,6.08E-06
sucked,9085,6.08E-06
parcels,9086,6.08E-06
processions,9087,6.08E-06
needless,9088,6.08E-06
development,9089,6.08E-06
awkwardness,9090,6.08E-06
discovering,9091,6.08E-06
alliance,9092,6.08E-06
argue,9093,6.08E-06
chained,9094,6.08E-06
discouraged,9095,6.08E-06
myrtle,9096,6.08E-06
strayed,9097,6.08E-06
labouring,9098,6.08E-06
purport,9099,6.08E-06
vigil,9100,6.08E-06
staircase,9101,6.08E-06
frighten,9102,6.08E-06
diet,9103,6.08E-06
rais'd,9104,6.08E-06
coolness,9105,6.08E-06
ambergris,9106,6.08E-06
summer's,9107,6.08E-06
missouri,9108,6.08E-06
cows,9109,6.08E-06
april,9110,6.08E-06
dunstable,9111,6.08E-06
impalpable,9112,6.08E-06
28:18:00,9113,6.08E-06
beelzebub,9114,6.08E-06
meddle,9115,6.08E-06
mail,9116,6.08E-06
personality,9117,6.08E-06
partake,9118,6.08E-06
paces,9119,6.08E-06
calculate,9120,6.08E-06
extensive,9121,6.08E-06
jedaiah,9122,6.08E-06
harbor,9123,6.08E-06
continuous,9124,6.08E-06
refusing,9125,6.08E-06
maxim,9126,6.08E-06
reynol,9127,6.08E-06
fortinbras,9128,6.08E-06
amminadab,9129,6.08E-06
unfeigned,9130,6.08E-06
eloquence,9131,6.08E-06
impressed,9132,6.08E-06
26:21:00,9133,6.08E-06
messages,9134,6.08E-06
29:05:00,9135,6.08E-06
rechab,9136,6.08E-06
monomaniac,9137,6.08E-06
defeated,9138,6.08E-06
wedge,9139,6.08E-06
17:22,9140,6.08E-06
medical,9141,6.08E-06
passengers,9142,6.08E-06
pitiful,9143,6.08E-06
mounting,9144,6.08E-06
pierce,9145,6.08E-06
triumphs,9146,6.08E-06
ouer,9147,6.08E-06
massive,9148,6.08E-06
wilson,9149,6.08E-06
17:23,9150,6.08E-06
chimneys,9151,6.08E-06
08:34,9152,6.08E-06
obeying,9153,6.08E-06
snail,9154,6.08E-06
29:11:00,9155,6.08E-06
suppressed,9156,6.08E-06
constable,9157,6.08E-06
wilful,9158,6.08E-06
weaker,9159,6.08E-06
selves,9160,6.08E-06
ploughing,9161,6.08E-06
melodious,9162,6.08E-06
13:26,9163,6.08E-06
structure,9164,6.08E-06
blacke,9165,6.08E-06
drave,9166,6.08E-06
shines,9167,6.08E-06
shelves,9168,6.08E-06
pertaining,9169,6.08E-06
28:20:00,9170,6.08E-06
23:26,9171,6.08E-06
their's,9172,6.08E-06
bard,9173,6.08E-06
colourless,9174,6.08E-06
plight,9175,6.08E-06
29:03:00,9176,6.08E-06
scotchman,9177,6.08E-06
texas,9178,6.08E-06
quaint,9179,6.08E-06
torments,9180,6.08E-06
interview,9181,6.08E-06
stedfast,9182,6.08E-06
eruption,9183,6.08E-06
tedious,9184,6.08E-06
rifles,9185,6.08E-06
argued,9186,6.08E-06
invitations,9187,6.08E-06
sennacherib,9188,6.08E-06
reproaches,9189,6.08E-06
advances,9190,6.08E-06
knowes,9191,6.08E-06
obstinate,9192,6.08E-06
stockings,9193,6.08E-06
noted,9194,6.08E-06
bubble,9195,6.08E-06
25:19:00,9196,6.08E-06
rhyme,9197,6.08E-06
seeks,9198,6.08E-06
metellus,9199,6.08E-06
constrained,9200,6.08E-06
abuse,9201,6.08E-06
ingenious,9202,6.08E-06
fragrant,9203,6.08E-06
29:10:00,9204,6.08E-06
guiltless,9205,6.08E-06
occupy,9206,6.08E-06
buckler,9207,6.08E-06
nourish,9208,6.08E-06
profile,9209,6.08E-06
neatly,9210,6.08E-06
carelessness,9211,6.08E-06
fluttering,9212,6.08E-06
snake,9213,6.08E-06
inspired,9214,6.08E-06
distracted,9215,6.08E-06
eglon,9216,6.08E-06
05:30,9217,6.08E-06
colonel's,9218,6.08E-06
jem's,9219,6.08E-06
convincing,9220,6.08E-06
distressing,9221,6.08E-06
fugitive,9222,6.08E-06
bela,9223,6.08E-06
bolted,9224,6.08E-06
restaurant,9225,6.08E-06
decisive,9226,6.08E-06
marches,9227,6.08E-06
threads,9228,6.08E-06
reapers,9229,6.08E-06
moods,9230,6.08E-06
hearest,9231,6.08E-06
exists,9232,6.08E-06
efforts,9233,6.08E-06
encamp,9234,6.08E-06
colouring,9235,6.08E-06
recorded,9236,5.62E-06
befell,9237,5.62E-06
10,9238,5.62E-06
her--and,9239,5.62E-06
brigands,9240,5.62E-06
beset,9241,5.62E-06
evildoers,9242,5.62E-06
engravings,9243,5.62E-06
purifying,9244,5.62E-06
scrupulous,9245,5.62E-06
briefly,9246,5.62E-06
actus,9247,5.62E-06
cafe,9248,5.62E-06
hereditary,9249,5.62E-06
disperse,9250,5.62E-06
gehazi,9251,5.62E-06
regards,9252,5.62E-06
access,9253,5.62E-06
busily,9254,5.62E-06
goose,9255,5.62E-06
hip,9256,5.62E-06
drunkenness,9257,5.62E-06
bids,9258,5.62E-06
27:16:00,9259,5.62E-06
lain,9260,5.62E-06
eats,9261,5.62E-06
harville's,9262,5.62E-06
19:28,9263,5.62E-06
bethink,9264,5.62E-06
disputing,9265,5.62E-06
biting,9266,5.62E-06
isolated,9267,5.62E-06
robert's,9268,5.62E-06
